id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,eval_number,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,a_quitte_l_entreprise_norm,present_in_eval,present_in_sondage
190,32,f,4200,célibataire,consulting,consultant,7,80,10,5,4,1,3,1,1,1,4,E_190,4,non,22 %,oui,0,2,1,9,3,transformation digitale,y,occasionnel,0,4,1,True,True
192,45,m,3452,célibataire,consulting,assistant de direction,5,80,9,6,5,3,3,1,4,2,2,E_192,3,non,13 %,non,0,2,1,29,3,transformation digitale,y,occasionnel,0,3,0,True,True
193,38,f,4317,célibataire,consulting,assistant de direction,3,80,19,3,2,4,3,2,3,2,3,E_193,4,oui,20 %,non,0,2,1,3,5,entrepreunariat,y,occasionnel,2,2,0,True,True
194,30,f,2632,célibataire,consulting,assistant de direction,1,80,5,5,4,1,3,1,3,3,2,E_194,3,non,14 %,non,0,4,1,18,3,infra & cloud,y,occasionnel,0,4,0,True,True
195,32,m,4668,divorcé(e),commercial,cadre commercial,0,80,9,8,7,4,1,2,4,4,4,E_195,3,non,17 %,non,3,2,1,9,2,transformation digitale,y,frequent,0,7,0,True,True
197,30,f,3204,divorcé(e),consulting,assistant de direction,5,80,8,3,2,4,3,1,1,4,3,E_197,3,non,14 %,non,1,3,1,5,3,entrepreunariat,y,occasionnel,2,2,0,True,True
198,30,m,2720,célibataire,consulting,consultant,0,80,6,5,3,2,2,1,4,4,3,E_198,3,non,13 %,non,0,3,1,2,1,transformation digitale,y,occasionnel,1,2,0,True,True
199,41,m,17181,divorcé(e),consulting,senior manager,4,80,21,7,6,4,2,4,1,2,2,E_199,3,non,13 %,non,1,2,1,10,3,infra & cloud,y,frequent,7,7,0,True,True
200,41,m,2238,marié(e),consulting,consultant,2,80,7,5,0,3,3,1,1,4,3,E_200,4,non,21 %,non,1,2,1,9,4,infra & cloud,y,occasionnel,1,4,0,True,True
201,19,f,1483,célibataire,consulting,consultant,1,80,1,1,0,2,3,1,2,4,3,E_201,3,non,14 %,non,0,3,1,3,1,transformation digitale,y,occasionnel,0,0,0,True,True
202,40,f,5605,divorcé(e),consulting,assistant de direction,1,80,20,20,7,2,3,2,2,1,3,E_202,3,non,11 %,non,1,2,1,26,3,transformation digitale,y,frequent,2,13,0,True,True
204,35,m,7295,marié(e),commercial,cadre commercial,1,80,10,10,8,3,3,3,2,1,3,E_204,3,non,13 %,non,2,3,1,1,5,marketing,y,occasionnel,0,6,0,True,True
205,53,m,2306,marié(e),commercial,représentant commercial,2,80,13,7,7,2,3,2,3,4,1,E_205,4,oui,20 %,non,1,3,1,6,2,marketing,y,occasionnel,4,5,0,True,True
206,45,m,2348,divorcé(e),consulting,consultant,8,80,20,17,9,2,3,2,2,3,1,E_206,3,non,18 %,non,1,2,1,9,3,infra & cloud,y,occasionnel,0,15,0,True,True
207,32,f,8998,célibataire,commercial,cadre commercial,1,80,9,9,8,2,3,3,4,4,3,E_207,3,non,14 %,non,0,2,1,8,3,marketing,y,frequent,3,7,0,True,True
208,29,m,4319,marié(e),consulting,tech lead,1,80,10,10,7,4,3,2,3,1,3,E_208,3,non,13 %,non,1,1,1,1,1,entrepreunariat,y,aucun,0,9,0,True,True
211,51,m,6132,marié(e),consulting,tech lead,2,80,10,1,0,2,2,2,3,3,3,E_211,3,non,17 %,non,0,2,1,7,4,transformation digitale,y,occasionnel,0,0,0,True,True
214,58,f,3346,marié(e),consulting,assistant de direction,4,80,9,1,0,2,2,1,2,2,2,E_214,4,oui,20 %,non,1,3,1,9,3,transformation digitale,y,occasionnel,0,0,0,True,True
215,40,m,10855,marié(e),commercial,cadre commercial,7,80,15,12,11,3,2,3,4,1,2,E_215,3,non,11 %,non,1,2,1,4,4,marketing,y,occasionnel,2,11,0,True,True
216,34,f,2231,marié(e),commercial,représentant commercial,6,80,6,4,3,3,3,1,3,4,3,E_216,3,non,18 %,non,1,3,1,2,4,marketing,y,frequent,1,2,0,True,True
217,22,m,2323,marié(e),consulting,assistant de direction,1,80,2,2,2,3,3,1,4,1,3,E_217,4,non,24 %,non,2,6,1,19,1,transformation digitale,y,occasionnel,2,2,0,True,True
218,27,m,2024,divorcé(e),consulting,assistant de direction,6,80,6,2,2,4,3,1,2,4,1,E_218,3,non,18 %,non,1,1,1,9,3,transformation digitale,y,aucun,2,2,0,True,True
221,28,m,2713,marié(e),consulting,assistant de direction,1,80,5,5,2,3,3,1,4,3,1,E_221,3,non,11 %,non,1,2,1,21,3,transformation digitale,y,occasionnel,0,2,0,True,True
223,57,m,9439,divorcé(e),consulting,manager,3,80,12,5,3,3,4,3,4,2,1,E_223,3,oui,16 %,non,1,2,1,24,2,infra & cloud,y,occasionnel,1,4,0,True,True
224,27,m,2566,divorcé(e),consulting,assistant de direction,1,80,1,1,1,3,2,1,3,4,2,E_224,3,oui,15 %,non,1,2,1,3,3,transformation digitale,y,aucun,0,1,0,True,True
226,50,f,19926,célibataire,consulting,senior manager,3,80,21,5,4,3,3,5,2,2,3,E_226,3,non,15 %,non,0,5,1,11,3,infra & cloud,y,occasionnel,4,4,0,True,True
227,41,m,2451,divorcé(e),consulting,assistant de direction,4,80,13,9,8,1,3,1,3,1,3,E_227,3,non,12 %,non,1,2,1,14,3,infra & cloud,y,occasionnel,1,8,0,True,True
228,30,f,9419,marié(e),commercial,cadre commercial,2,80,12,10,9,2,3,3,4,3,3,E_228,3,non,12 %,non,1,2,1,5,3,infra & cloud,y,occasionnel,7,4,0,True,True
230,38,f,8686,célibataire,commercial,cadre commercial,4,80,12,8,3,1,2,2,4,3,4,E_230,4,non,22 %,non,0,2,1,1,4,infra & cloud,y,occasionnel,0,7,0,True,True
231,32,m,3038,célibataire,consulting,assistant de direction,3,80,8,5,4,3,3,1,3,1,3,E_231,4,non,20 %,non,0,2,1,6,5,infra & cloud,y,occasionnel,1,4,0,True,True
233,27,m,3058,marié(e),consulting,assistant de direction,0,80,6,5,2,3,3,1,2,4,2,E_233,3,oui,16 %,non,1,3,1,17,3,entrepreunariat,y,occasionnel,1,1,0,True,True
235,19,f,2325,célibataire,commercial,représentant commercial,0,80,1,0,0,3,1,1,1,1,4,E_235,4,non,21 %,oui,0,5,1,1,1,entrepreunariat,y,frequent,0,0,1,True,True
238,36,m,2088,célibataire,consulting,consultant,4,80,13,8,7,4,3,1,2,3,2,E_238,3,non,12 %,non,0,3,1,3,2,transformation digitale,y,frequent,7,2,0,True,True
239,30,m,3072,divorcé(e),consulting,consultant,1,80,12,12,9,3,3,2,1,3,3,E_239,3,non,11 %,non,2,4,1,9,3,transformation digitale,y,aucun,6,10,0,True,True
240,45,f,5006,divorcé(e),commercial,cadre commercial,4,80,9,5,4,3,3,2,1,1,4,E_240,3,oui,11 %,non,1,3,1,4,2,infra & cloud,y,occasionnel,0,3,0,True,True
241,56,f,4257,divorcé(e),consulting,assistant de direction,4,80,19,2,2,3,3,1,1,3,3,E_241,3,oui,18 %,non,1,3,1,8,3,infra & cloud,y,occasionnel,2,2,0,True,True
242,33,m,2500,célibataire,consulting,assistant de direction,0,80,4,3,1,3,3,1,4,1,4,E_242,3,non,14 %,non,0,2,1,2,3,infra & cloud,y,occasionnel,0,2,0,True,True
243,19,m,1102,célibataire,consulting,consultant,1,80,1,1,0,2,2,1,4,3,2,E_243,4,non,22 %,oui,0,3,1,2,3,infra & cloud,y,occasionnel,1,0,1,True,True
244,46,f,10453,divorcé(e),commercial,cadre commercial,1,80,24,24,13,2,3,3,1,3,3,E_244,4,non,25 %,non,3,2,1,1,2,marketing,y,occasionnel,15,7,0,True,True
245,38,f,2288,célibataire,consulting,consultant,1,80,2,2,2,3,3,1,4,3,3,E_245,3,non,12 %,non,0,3,1,9,2,infra & cloud,y,occasionnel,2,1,0,True,True
246,31,f,3929,marié(e),consulting,assistant de direction,8,80,7,4,2,3,3,1,4,3,3,E_246,4,oui,23 %,non,1,0,1,12,1,transformation digitale,y,occasionnel,0,2,0,True,True
247,34,f,2311,célibataire,consulting,assistant de direction,2,80,9,3,2,4,3,1,2,4,3,E_247,3,non,15 %,non,0,3,1,27,2,transformation digitale,y,occasionnel,1,2,0,True,True
248,41,f,3140,célibataire,commercial,représentant commercial,1,80,4,4,3,2,3,1,2,4,2,E_248,4,oui,22 %,oui,0,5,1,20,2,marketing,y,occasionnel,0,2,1,True,True
249,50,m,3690,marié(e),consulting,consultant,2,80,5,3,2,3,2,1,3,4,2,E_249,3,non,15 %,non,1,2,1,1,3,transformation digitale,y,occasionnel,0,2,0,True,True
250,53,f,4450,divorcé(e),consulting,tech lead,1,80,5,4,2,4,4,2,1,3,3,E_250,3,non,11 %,non,2,3,1,13,2,transformation digitale,y,occasionnel,1,3,0,True,True
252,33,f,2756,marié(e),consulting,assistant de direction,1,80,8,8,7,4,3,1,2,4,3,E_252,3,non,13 %,non,1,5,1,14,3,transformation digitale,y,occasionnel,1,6,0,True,True
253,40,f,19033,marié(e),consulting,senior manager,1,80,21,20,8,4,3,5,3,2,3,E_253,3,non,14 %,non,1,2,1,4,1,transformation digitale,y,occasionnel,9,9,0,True,True
254,55,m,18722,célibataire,consulting,directeur technique,8,80,36,24,15,3,4,5,2,4,3,E_254,3,non,11 %,non,0,3,1,14,4,transformation digitale,y,occasionnel,2,15,0,True,True
256,34,m,9547,marié(e),consulting,tech lead,1,80,10,10,9,4,2,2,3,3,2,E_256,3,non,17 %,non,0,2,1,2,1,infra & cloud,y,frequent,1,9,0,True,True
258,51,f,13734,célibataire,consulting,manager,3,80,21,7,7,4,3,4,2,3,3,E_258,3,non,18 %,non,0,6,1,3,3,transformation digitale,y,occasionnel,1,0,0,True,True
259,52,m,19999,marié(e),consulting,senior manager,0,80,34,33,18,3,2,5,3,1,3,E_259,3,non,14 %,non,1,5,1,1,4,infra & cloud,y,occasionnel,11,9,0,True,True
260,27,f,2279,célibataire,consulting,assistant de direction,1,80,7,7,7,4,3,1,2,4,2,E_260,3,non,16 %,non,0,2,1,9,3,transformation digitale,y,occasionnel,0,3,0,True,True
261,35,m,5916,marié(e),consulting,tech lead,3,80,8,1,0,2,2,2,3,1,3,E_261,3,oui,13 %,oui,0,1,1,23,2,infra & cloud,y,occasionnel,0,1,1,True,True
262,43,m,2089,divorcé(e),consulting,assistant de direction,4,80,7,5,4,4,4,1,4,4,4,E_262,3,non,14 %,non,3,3,1,7,3,transformation digitale,y,aucun,2,2,0,True,True
264,45,m,16792,marié(e),consulting,senior manager,9,80,22,20,8,1,2,4,4,4,3,E_264,4,non,23 %,non,1,1,1,2,2,transformation digitale,y,aucun,11,8,0,True,True
267,37,m,3564,marié(e),consulting,assistant de direction,1,80,8,8,7,2,4,1,1,1,2,E_267,3,oui,12 %,non,1,3,1,21,3,infra & cloud,y,occasionnel,1,7,0,True,True
269,35,f,4425,célibataire,consulting,consultant,5,80,10,6,2,2,3,2,2,4,3,E_269,3,non,11 %,non,0,5,1,2,3,transformation digitale,y,frequent,1,2,0,True,True
270,42,f,5265,divorcé(e),consulting,tech lead,2,80,11,5,3,3,3,2,3,2,3,E_270,3,non,16 %,non,1,5,1,21,2,transformation digitale,y,aucun,0,2,0,True,True
271,38,m,6553,marié(e),consulting,tech lead,9,80,14,1,0,4,3,2,3,2,3,E_271,3,non,14 %,non,0,3,1,2,4,infra & cloud,y,occasionnel,0,0,0,True,True
273,38,m,6261,marié(e),consulting,tech lead,3,80,9,7,7,4,3,2,4,1,1,E_273,3,non,18 %,non,1,3,1,29,3,entrepreunariat,y,occasionnel,1,7,0,True,True
274,27,m,4298,marié(e),consulting,tech lead,5,80,6,2,2,3,2,2,1,3,3,E_274,3,non,19 %,non,1,1,1,1,1,entrepreunariat,y,frequent,2,0,0,True,True
275,49,m,6804,divorcé(e),consulting,tech lead,1,80,7,7,7,4,3,2,4,1,3,E_275,3,oui,15 %,non,2,0,1,18,4,infra & cloud,y,aucun,1,7,0,True,True
277,34,m,3815,divorcé(e),consulting,assistant de direction,1,80,5,5,3,4,3,1,3,4,4,E_277,3,oui,17 %,non,1,4,1,10,4,transformation digitale,y,frequent,2,0,0,True,True
281,40,m,2741,marié(e),consulting,consultant,8,80,15,7,2,3,3,2,4,3,4,E_281,3,oui,15 %,non,1,2,1,19,2,transformation digitale,y,occasionnel,3,7,0,True,True
282,38,m,6673,marié(e),consulting,manager,7,80,17,1,0,2,3,2,1,2,3,E_282,3,oui,19 %,oui,0,2,1,29,1,transformation digitale,y,occasionnel,0,0,1,True,True
283,29,f,7639,marié(e),commercial,cadre commercial,1,80,10,10,4,2,3,3,4,4,2,E_283,4,non,22 %,oui,3,3,1,27,3,marketing,y,occasionnel,1,9,1,True,True
284,22,m,2328,divorcé(e),consulting,assistant de direction,1,80,4,4,2,4,4,1,2,1,2,E_284,3,oui,16 %,non,1,2,1,5,3,infra & cloud,y,occasionnel,2,2,0,True,True
286,36,f,2153,célibataire,consulting,consultant,1,80,8,8,1,2,3,1,4,1,3,E_286,3,non,13 %,non,0,2,1,18,1,transformation digitale,y,frequent,1,7,0,True,True
287,40,m,4876,marié(e),consulting,manager,9,80,5,3,2,4,2,2,4,4,1,E_287,3,non,14 %,non,1,5,1,9,5,infra & cloud,y,aucun,0,2,0,True,True
288,46,m,9396,divorcé(e),consulting,manager,7,80,17,4,2,4,3,3,1,3,3,E_288,3,non,16 %,non,1,3,1,1,4,transformation digitale,y,occasionnel,0,3,0,True,True
291,32,m,10400,marié(e),commercial,cadre commercial,1,80,14,14,8,4,1,3,4,3,2,E_291,3,non,11 %,oui,0,2,1,4,4,transformation digitale,y,occasionnel,9,8,1,True,True
292,30,m,8474,célibataire,consulting,tech lead,1,80,12,11,8,3,2,3,3,3,3,E_292,4,non,22 %,non,0,2,1,1,1,infra & cloud,y,aucun,5,8,0,True,True
293,27,f,9981,célibataire,commercial,cadre commercial,1,80,7,7,7,4,3,2,3,4,3,E_293,3,non,14 %,non,0,2,1,20,3,infra & cloud,y,frequent,0,7,0,True,True
296,51,m,12490,marié(e),consulting,directeur technique,5,80,16,10,9,2,2,3,2,4,1,E_296,3,non,16 %,non,2,5,1,8,4,infra & cloud,y,occasionnel,4,7,0,True,True
297,30,f,2657,célibataire,consulting,assistant de direction,5,80,8,5,2,4,3,1,1,3,3,E_297,3,oui,11 %,oui,0,5,1,3,3,entrepreunariat,y,occasionnel,0,4,1,True,True
298,41,f,13591,célibataire,commercial,senior manager,3,80,16,1,0,4,3,3,4,3,3,E_298,3,oui,18 %,non,0,3,1,6,3,infra & cloud,y,occasionnel,0,0,0,True,True
299,30,f,6696,célibataire,commercial,cadre commercial,5,80,9,6,3,3,2,2,1,3,2,E_299,3,non,15 %,oui,0,5,1,26,4,marketing,y,frequent,0,1,1,True,True
300,29,m,2058,célibataire,consulting,assistant de direction,0,80,7,6,2,3,3,1,3,4,2,E_300,3,non,14 %,oui,0,1,1,1,3,entrepreunariat,y,occasionnel,1,5,1,True,True
302,45,f,8865,célibataire,commercial,cadre commercial,6,80,23,19,7,4,2,3,4,4,3,E_302,3,non,12 %,non,0,2,1,6,3,transformation digitale,y,aucun,12,8,0,True,True
303,54,f,5940,marié(e),commercial,cadre commercial,2,80,16,6,2,4,3,2,1,4,3,E_303,3,non,14 %,non,1,4,1,3,3,marketing,y,occasionnel,0,5,0,True,True
304,36,m,5914,célibataire,consulting,consultant,8,80,16,13,11,4,3,2,2,4,4,E_304,3,non,16 %,non,0,3,1,5,2,infra & cloud,y,occasionnel,3,7,0,True,True
305,33,f,2622,marié(e),consulting,assistant de direction,6,80,7,3,2,3,2,1,2,4,3,E_305,4,non,21 %,non,0,3,1,4,4,transformation digitale,y,occasionnel,1,1,0,True,True
306,37,m,12185,divorcé(e),consulting,directeur technique,1,80,10,10,8,2,3,3,4,3,3,E_306,3,oui,14 %,non,3,1,1,11,3,autre,y,frequent,0,7,0,True,True
307,38,m,10609,divorcé(e),commercial,cadre commercial,0,80,17,16,10,1,3,3,3,3,2,E_307,3,non,12 %,non,2,6,1,3,3,infra & cloud,y,occasionnel,5,13,0,True,True
308,31,m,4345,marié(e),consulting,tech lead,0,80,6,5,4,3,1,2,3,4,3,E_308,3,non,12 %,non,1,2,1,1,4,transformation digitale,y,aucun,1,4,0,True,True
309,59,m,2177,marié(e),consulting,assistant de direction,3,80,7,1,0,3,2,1,4,1,3,E_309,3,non,17 %,non,1,6,1,3,3,infra & cloud,y,occasionnel,0,0,0,True,True
311,37,m,2793,divorcé(e),commercial,représentant commercial,4,80,13,9,8,1,3,1,4,3,3,E_311,3,non,17 %,non,1,2,1,4,4,marketing,y,frequent,5,8,0,True,True
312,29,f,7918,marié(e),commercial,cadre commercial,1,80,11,11,10,2,3,3,4,4,3,E_312,3,non,14 %,non,1,5,1,1,1,transformation digitale,y,frequent,4,1,0,True,True
314,35,f,8789,célibataire,commercial,cadre commercial,1,80,10,10,7,3,3,3,3,1,4,E_314,3,non,14 %,non,0,3,1,1,3,marketing,y,frequent,0,8,0,True,True
315,29,m,2389,célibataire,consulting,assistant de direction,1,80,4,4,3,3,2,1,4,3,2,E_315,3,oui,13 %,oui,0,3,1,18,1,transformation digitale,y,occasionnel,0,1,1,True,True
316,52,f,3212,célibataire,consulting,consultant,7,80,6,2,2,3,2,1,4,2,2,E_316,3,non,15 %,non,0,3,1,2,3,infra & cloud,y,occasionnel,2,2,0,True,True
319,42,m,19232,marié(e),consulting,senior manager,1,80,22,22,17,3,3,5,4,4,3,E_319,3,non,11 %,non,0,3,1,4,2,entrepreunariat,y,occasionnel,11,15,0,True,True
321,59,m,2267,marié(e),ressources humaines,ressources humaines,8,80,7,2,2,2,3,1,3,4,2,E_321,3,non,17 %,non,0,2,1,6,2,transformation digitale,y,occasionnel,2,2,0,True,True
323,50,f,19517,divorcé(e),commercial,senior manager,3,80,32,7,0,4,3,5,4,3,2,E_323,3,non,11 %,non,1,3,1,1,4,transformation digitale,y,occasionnel,0,6,0,True,True
325,33,m,2436,marié(e),consulting,consultant,5,80,8,5,4,3,3,1,4,3,1,E_325,3,oui,13 %,oui,1,2,1,14,3,transformation digitale,y,occasionnel,0,4,1,True,True
327,43,f,16064,marié(e),commercial,senior manager,5,80,22,17,13,4,3,4,4,3,3,E_327,4,oui,22 %,non,1,3,1,16,3,marketing,y,occasionnel,1,9,0,True,True
328,33,f,2707,marié(e),consulting,consultant,7,80,13,9,7,1,3,1,1,1,4,E_328,4,non,20 %,oui,0,3,1,2,2,infra & cloud,y,occasionnel,1,7,1,True,True
329,52,m,19068,célibataire,commercial,senior manager,1,80,33,33,7,1,2,5,3,4,4,E_329,3,oui,18 %,non,0,2,1,2,4,infra & cloud,y,aucun,15,12,0,True,True
330,32,f,3931,marié(e),commercial,représentant commercial,2,80,6,4,3,3,3,1,2,1,3,E_330,3,non,11 %,non,1,5,1,4,2,infra & cloud,y,occasionnel,1,2,0,True,True
331,32,m,3730,célibataire,consulting,consultant,0,80,4,3,2,4,2,1,3,4,1,E_331,3,oui,14 %,oui,0,2,1,1,3,infra & cloud,y,occasionnel,1,2,1,True,True
332,39,f,2232,divorcé(e),consulting,consultant,7,80,7,3,2,3,3,1,3,3,3,E_332,3,non,14 %,non,3,1,1,1,4,transformation digitale,y,occasionnel,1,2,0,True,True
333,32,m,4465,marié(e),commercial,cadre commercial,0,80,4,3,2,3,3,2,4,1,3,E_333,3,non,18 %,non,0,2,1,26,4,marketing,y,aucun,2,2,0,True,True
334,41,m,3072,divorcé(e),consulting,assistant de direction,2,80,17,1,0,3,3,2,1,1,2,E_334,3,non,16 %,non,2,2,1,19,2,infra & cloud,y,occasionnel,0,0,0,True,True
335,40,m,3319,divorcé(e),consulting,assistant de direction,1,80,9,9,8,1,3,2,4,1,3,E_335,3,non,17 %,non,2,3,1,24,2,entrepreunariat,y,occasionnel,4,7,0,True,True
336,45,m,19202,marié(e),consulting,senior manager,0,80,25,24,0,3,4,5,4,3,3,E_336,3,non,11 %,non,1,2,1,1,3,autre,y,occasionnel,1,7,0,True,True
337,31,m,13675,divorcé(e),consulting,directeur technique,9,80,9,2,2,2,3,3,3,1,3,E_337,3,non,12 %,non,1,3,1,3,4,transformation digitale,y,frequent,2,2,0,True,True
338,33,f,2911,marié(e),consulting,assistant de direction,1,80,2,2,2,3,2,1,4,3,2,E_338,3,non,13 %,non,1,2,1,5,4,infra & cloud,y,occasionnel,0,2,0,True,True
339,34,m,5957,marié(e),consulting,tech lead,6,80,13,11,9,4,2,2,1,2,3,E_339,3,non,13 %,non,1,3,1,2,4,infra & cloud,y,occasionnel,5,9,0,True,True
340,37,f,3920,marié(e),consulting,assistant de direction,2,80,17,3,1,3,2,1,1,1,2,E_340,3,non,14 %,non,1,2,1,1,2,transformation digitale,y,occasionnel,0,2,0,True,True
341,45,m,6434,marié(e),consulting,tech lead,4,80,9,3,2,1,4,2,3,4,3,E_341,3,non,17 %,non,1,1,1,7,4,infra & cloud,y,frequent,0,2,0,True,True
342,37,m,10048,divorcé(e),consulting,tech lead,6,80,17,1,0,1,3,3,3,2,3,E_342,3,non,11 %,oui,2,5,1,10,3,transformation digitale,y,frequent,0,0,1,True,True
343,39,f,10938,célibataire,consulting,manager,0,80,20,19,6,3,3,3,3,4,3,E_343,4,non,25 %,non,0,1,1,2,4,entrepreunariat,y,frequent,11,8,0,True,True
346,29,m,2340,célibataire,consulting,assistant de direction,1,80,6,6,5,3,3,1,4,1,3,E_346,3,non,19 %,non,0,1,1,15,3,infra & cloud,y,occasionnel,1,5,0,True,True
347,42,f,6545,célibataire,consulting,assistant de direction,3,80,10,3,2,4,4,2,1,3,3,E_347,3,oui,13 %,non,0,1,1,17,2,infra & cloud,y,occasionnel,0,2,0,True,True
349,29,m,6931,divorcé(e),commercial,cadre commercial,2,80,10,3,2,4,3,2,4,4,3,E_349,3,non,14 %,non,1,2,1,20,2,marketing,y,occasionnel,0,2,0,True,True
350,25,f,4898,marié(e),consulting,tech lead,0,80,5,4,2,1,3,2,3,4,3,E_350,3,non,12 %,non,2,3,1,1,3,infra & cloud,y,occasionnel,1,2,0,True,True
351,42,f,2593,divorcé(e),consulting,consultant,0,80,10,9,6,4,2,1,1,3,3,E_351,3,oui,11 %,non,1,4,1,2,3,transformation digitale,y,occasionnel,7,8,0,True,True
352,40,m,19436,divorcé(e),consulting,directeur technique,0,80,22,21,7,1,3,5,3,4,3,E_352,3,non,19 %,non,1,5,1,2,2,transformation digitale,y,occasionnel,3,9,0,True,True
353,51,m,2723,marié(e),consulting,assistant de direction,1,80,1,1,0,3,3,1,4,2,2,E_353,3,non,11 %,non,0,0,1,1,3,infra & cloud,y,occasionnel,0,0,0,True,True
355,31,m,3479,célibataire,consulting,consultant,0,80,6,5,4,3,2,1,2,2,4,E_355,3,non,11 %,oui,0,2,1,29,2,transformation digitale,y,frequent,1,4,1,True,True
359,32,m,2794,marié(e),consulting,consultant,1,80,5,5,1,2,4,1,2,3,1,E_359,4,non,20 %,non,0,3,1,7,3,infra & cloud,y,frequent,0,3,0,True,True
361,38,m,5249,marié(e),commercial,cadre commercial,3,80,13,8,7,4,2,2,4,4,3,E_361,3,non,18 %,non,1,0,1,2,2,infra & cloud,y,aucun,7,5,0,True,True
362,32,m,2176,célibataire,consulting,consultant,4,80,9,6,2,4,2,2,1,4,3,E_362,3,non,13 %,non,0,5,1,2,1,entrepreunariat,y,occasionnel,0,4,0,True,True
363,46,f,16872,marié(e),commercial,senior manager,3,80,28,7,7,3,1,4,2,2,2,E_363,3,oui,12 %,non,1,2,1,2,3,entrepreunariat,y,occasionnel,7,7,0,True,True
364,28,m,3485,célibataire,consulting,consultant,2,80,5,0,0,1,3,1,3,3,1,E_364,3,non,11 %,oui,0,5,1,2,4,infra & cloud,y,occasionnel,0,0,1,True,True
366,29,m,6644,marié(e),commercial,cadre commercial,2,80,10,0,0,1,2,2,2,2,3,E_366,3,non,19 %,non,2,2,1,2,3,transformation digitale,y,occasionnel,0,0,0,True,True
367,31,m,5582,marié(e),consulting,manager,0,80,10,9,0,2,2,2,4,2,3,E_367,4,non,21 %,non,1,2,1,23,3,transformation digitale,y,occasionnel,7,8,0,True,True
369,25,m,4000,divorcé(e),consulting,manager,1,80,6,6,3,2,4,2,1,4,3,E_369,3,non,12 %,non,2,2,1,5,2,infra & cloud,y,aucun,1,5,0,True,True
372,45,m,13496,marié(e),consulting,manager,0,80,21,20,7,3,3,4,4,2,3,E_372,3,oui,14 %,non,0,2,1,20,2,transformation digitale,y,occasionnel,4,10,0,True,True
373,36,m,3210,marié(e),consulting,consultant,0,80,16,15,13,4,3,1,4,3,3,E_373,3,non,11 %,non,1,4,1,6,3,infra & cloud,y,occasionnel,10,11,0,True,True
374,55,m,19045,célibataire,consulting,senior manager,0,80,37,36,10,4,3,5,1,3,3,E_374,3,oui,14 %,non,0,2,1,1,3,transformation digitale,y,occasionnel,4,13,0,True,True
376,47,m,11849,marié(e),consulting,senior manager,1,80,10,10,7,1,3,3,2,4,2,E_376,3,oui,12 %,oui,1,2,1,29,4,infra & cloud,y,aucun,9,9,1,True,True
377,28,m,2070,marié(e),consulting,assistant de direction,1,80,5,5,2,4,3,1,4,4,2,E_377,4,non,23 %,non,1,3,1,9,3,transformation digitale,y,occasionnel,0,4,0,True,True
378,37,m,6502,marié(e),commercial,cadre commercial,4,80,7,5,4,3,3,2,4,2,4,E_378,3,non,14 %,non,1,5,1,6,4,transformation digitale,y,occasionnel,0,1,0,True,True
379,21,m,3230,célibataire,consulting,assistant de direction,1,80,3,3,2,4,2,1,3,1,4,E_379,3,non,17 %,non,0,4,1,3,2,transformation digitale,y,occasionnel,1,0,0,True,True
380,37,f,13603,divorcé(e),consulting,directeur technique,2,80,15,5,2,1,3,3,4,1,3,E_380,3,oui,18 %,non,2,2,1,1,4,transformation digitale,y,aucun,0,2,0,True,True
381,35,f,11996,divorcé(e),consulting,senior manager,7,80,10,7,7,2,4,3,2,2,2,E_381,3,non,18 %,non,1,6,1,22,3,infra & cloud,y,occasionnel,6,2,0,True,True
382,38,f,5605,divorcé(e),commercial,cadre commercial,1,80,8,8,0,1,4,2,1,3,3,E_382,4,oui,24 %,non,1,3,1,7,2,transformation digitale,y,occasionnel,7,7,0,True,True
384,26,f,6397,divorcé(e),consulting,tech lead,1,80,6,6,5,3,3,2,2,1,1,E_384,4,non,20 %,non,1,6,1,1,3,infra & cloud,y,frequent,1,4,0,True,True
385,50,m,19144,divorcé(e),consulting,directeur technique,3,80,28,10,4,1,3,5,2,1,2,E_385,3,non,14 %,non,2,4,1,4,1,infra & cloud,y,occasionnel,1,6,0,True,True
386,53,m,17584,marié(e),consulting,directeur technique,3,80,21,5,3,3,3,4,3,4,2,E_386,3,oui,16 %,non,3,5,1,3,4,transformation digitale,y,occasionnel,1,3,0,True,True
387,42,m,4907,marié(e),commercial,cadre commercial,1,80,20,20,16,2,3,2,3,3,3,E_387,4,non,25 %,non,0,3,1,1,1,infra & cloud,y,occasionnel,11,6,0,True,True
388,29,m,4554,célibataire,commercial,cadre commercial,1,80,10,10,7,2,3,2,4,1,2,E_388,3,non,18 %,non,0,3,1,2,2,infra & cloud,y,frequent,0,9,0,True,True
